image_id,iteration,caption,similarity_to_original,similarity_to_previous,bert_f1,jaccard,length_ratio,word_retention,error
4,3,"The image depicts a busy city street filled with traffic, including a red double-decker bus driving down the road. There are several other buses and cars on the street, contributing to the bustling atmosphere.

Numerous people can be seen walking along the sidewalk, with some carrying handbags. The crowd is dispersed throughout the scene, with some individuals closer to the foreground and others further back. The overall scene captures the essence of a lively urban environment.",0.5857709050178528,0.859585702419281,0.8828299641609192,0.18181818181818182,1.2327365728900255,0.26666666666666666,
5,1,"The image features a group of teddy bears sitting on a bed. There are five teddy bears in total, with some of them positioned closer to the foreground and others further back. The teddy bears are arranged in a way that they appear to be interacting with each other, creating a sense of companionship. The scene is warm and inviting, showcasing the comforting presence of these stuffed animals.",1.0,1.0,1.0,1.0,1.0,1.0,
5,2,"The image features a bed with a white comforter, on which four teddy bears are placed. The teddy bears are of various sizes and are positioned in different areas of the bed. One teddy bear is located on the left side of the bed, another is in the middle, and the third one is on the right side. The fourth teddy bear is situated at the top right corner of the bed. The arrangement of the teddy bears creates a cozy and inviting atmosphere.",0.7802422046661377,0.7802422046661377,0.9021450281143188,0.21052631578947367,1.1170483460559797,0.1891891891891892,
5,3,"The image features a cozy bedroom scene with a large bed taking up most of the space. On the bed, there are several teddy bears of various sizes, creating a warm and inviting atmosphere. Some of the teddy bears are placed on the bed, while others are sitting or lying on the floor around the bed.

In addition to the teddy bears, there are two vases in the room, one located near the left side of the bed and the other near the right side. A potted plant can be seen in the background, adding a touch of greenery to the room.",0.8089471459388733,0.7663722634315491,0.9014452695846558,0.2857142857142857,1.3358778625954197,0.3783783783783784,
6,1,"The image features a woman wearing a red jacket and skiing down a snow-covered slope. She is holding ski poles in her hands, maintaining her balance and control as she glides down the hill. The woman appears to be enjoying her time on the slopes, surrounded by the beautiful winter landscape.",1.0,1.0,1.0,1.0,1.0,1.0,
6,2,"The image features a woman wearing a red jacket and skiing down a snow-covered slope. She is skiing with a smile on her face, enjoying the activity. The woman is equipped with skis and ski poles, which she uses to navigate the slope.

In the background, there are mountains visible, adding to the picturesque winter scene. The woman appears to be the main focus of the image, showcasing her skiing skills and the beauty of the snowy landscape.",0.9183268547058105,0.9183268547058105,0.935223400592804,0.421875,1.5171232876712328,0.5769230769230769,
6,3,"The image features a woman wearing a red jacket and skiing down a snow-covered slope. She is smiling and appears to be enjoying her time on the mountain. The woman is equipped with skis, which are visible beneath her as she glides down the hill.

In the background, there are mountains that provide a beautiful and serene backdrop for the skiing adventure. The scene captures the essence of winter sports and outdoor activities.",0.9135059118270874,0.9669649600982666,0.93879634141922,0.4461538461538462,1.4657534246575343,0.6538461538461539,
7,1,"The image depicts a small kitchen with a white refrigerator on the right side and a white stove on the left side. The kitchen is equipped with wooden cabinets and a microwave above the stove. There is also a sink in the kitchen area.

In addition to the main appliances, there are a few other items in the kitchen. A bottle can be seen on the countertop, and a cup is placed nearby. A bowl is also present in the scene, likely used for food preparation or serving.",1.0,1.0,0.9999999403953552,1.0,1.0,1.0,
7,2,"The image depicts a small, clean kitchen with white appliances and wooden cabinets. The kitchen features a white stove top oven, a sink, and a refrigerator on the left side. There is also a microwave placed above the stove.

Various kitchen items can be seen, such as a bowl, a spoon, and a knife. The bowl is located near the sink, while the spoon and knife are placed on the countertop. The kitchen appears to be well-organized and ready for use.",0.9305153489112854,0.9305153489112854,0.9217483997344971,0.4782608695652174,0.9655172413793104,0.6052631578947368,
7,3,"The image depicts a small, old-fashioned kitchen with white appliances and wooden cabinets. The kitchen features a white refrigerator on the right side, a white stove top oven in the middle, and a microwave above the oven. There is also a sink located towards the right side of the kitchen.

Various items can be seen throughout the kitchen, including a bowl placed on the countertop, a cup near the sink, and a bottle on the counter. Additionally, there are two spoons, one near the sink and the other closer to the refrigerator.",0.9472341537475586,0.9299578070640564,0.923255443572998,0.5070422535211268,1.1422413793103448,0.6578947368421053,
8,1,"The image captures a baseball game in progress, with two men playing the game. One of the men is wearing a baseball glove, ready to catch the ball. The other man is running towards the base, likely trying to reach it before the ball arrives.

The scene takes place on a baseball field, with a bench visible in the background. The players are focused on the game, and their actions demonstrate the intensity and excitement of the sport.",1.0000001192092896,1.0,0.9999999403953552,1.0,1.0,1.0,
8,2,"The image is a black and white photograph of a baseball game in progress. The main focus is on a baseball player who is in the middle of throwing a pitch. The pitcher is wearing a baseball glove, and the ball is visible in the air.

There are several other people in the scene, including teammates and opponents, scattered around the field. Some of them are standing closer to the pitcher, while others are positioned further away. The photograph captures the excitement and action of the baseball game.",0.8121161460876465,0.8121161460876465,0.9095008373260498,0.275,1.1563218390804597,0.3611111111111111,
8,3,"The image is a black and white photograph of a baseball game in progress. A pitcher is in the middle of throwing a pitch, with his baseball glove visible in the scene. The pitcher is surrounded by several other players, some of whom are wearing baseball gloves as well.

In total, there are 13 people in the scene, including the pitcher. Some of them are standing closer to the pitcher, while others are positioned further away. The players are spread out across the field, with some closer to the foreground and others near the background. The atmosphere of the game is evident in the photograph, capturing the excitement and action of the sport.",0.7872228026390076,0.9431993365287781,0.9007725119590759,0.26136363636363635,1.4873563218390804,0.4166666666666667,
9,1,"The image captures a tennis match in progress, with a man in a white shirt and white shorts playing the game. He is holding a tennis racket and appears to be in the middle of a swing. The tennis ball is in the air, close to the player.

There are several other people in the scene, likely spectators or fellow players. Some of them are standing near the tennis court, while others are positioned further away. The presence of multiple people suggests that this is a popular event or a well-attended match.",1.0,1.0,1.0,1.0,1.0,1.0,
9,2,"The image captures a tennis match in progress, with a man in a white shirt and shorts playing the game. He is holding a tennis racket and appears to be in the middle of a swing, possibly preparing to hit the tennis ball that is visible in the scene.

There are several other people in the scene, likely spectators or fellow players. Some of them are standing close to the tennis court, while others are positioned further away. A chair can be seen near the center of the scene, possibly for resting or observing the match.",0.9494834542274475,0.9494834542274475,0.9616115689277649,0.704225352112676,1.0336633663366337,0.8085106382978723,
9,3,"The image captures a tennis match in progress, with a man in a white shirt and white shorts playing the game. He is holding a tennis racket and appears to be in the middle of a swing. The tennis court is filled with spectators, including people standing and sitting around the court.

There are several chairs placed around the court, with some of them occupied by the audience. The crowd is engaged in watching the match, creating an atmosphere of excitement and anticipation.",0.946056067943573,0.9485931396484375,0.9363172650337219,0.45454545454545453,0.9445544554455445,0.5106382978723404,
10,1,"The image features a group of young people, both boys and girls, standing together on a tennis court. They are all wearing tennis attire and are posing for a photo. There are several tennis rackets visible in the scene, with some held by the players and others placed on the ground.

In addition to the tennis rackets, there are a few backpacks scattered around the court, likely belonging to the players. The group appears to be enjoying their time together, possibly participating in a tennis event or practice session.",1.0000001192092896,1.0,1.0,1.0,1.0,1.0,
10,2,"The image features a group of young tennis players posing for a photo on a tennis court. There are a total of 14 people in the group, all dressed in tennis attire. They are standing and sitting in various positions, with some players closer to the front and others further back.

There are two tennis rackets visible in the scene, one located near the left side of the group and the other towards the right side. The players are all smiling and appear to be enjoying their time together on the court.",0.9259105324745178,0.9259105324745178,0.9284389615058899,0.4430379746835443,0.9596928982725528,0.5454545454545454,
10,3,"The image features a group of young tennis players posing for a team photo on a tennis court. There are 13 people in total, all dressed in white tennis outfits, standing in front of a tennis net. They are arranged in a semi-circle, with some players standing closer to the net while others are positioned further back.

Each player is holding a tennis racket, with a total of 12 rackets visible in the scene. The players are all smiling and appear to be enjoying their time together on the court.",0.9070653915405273,0.958968460559845,0.9222259521484375,0.4146341463414634,0.9520153550863724,0.5227272727272727,
11,1,"The image features a man sitting on a bench near a body of water, possibly a river or a lake. He is wearing a red shirt and appears to be enjoying the view. Another person is standing nearby, taking a picture of the scene.

There are two boats visible in the water, one closer to the left side and the other further to the right. A handbag can be seen placed on the ground near the man sitting on the bench. Additionally, there is a bird flying in the sky, adding to the serene atmosphere of the scene.",1.0,1.0,1.0,1.0,1.0,1.0,
11,2,"The image depicts a man sitting on a bench near a body of water, possibly a lake or a river. He is wearing a red shirt and appears to be enjoying his time by the water. Another person is visible in the scene, standing near the water and possibly observing the man on the bench.

There are two boats in the scene, one located closer to the man on the bench and the other further away. A backpack can be seen placed on the ground near the man on the bench, and a handbag is located closer to the water. The overall atmosphere of the scene is peaceful and serene.",0.9473922252655029,0.9473922252655029,0.9531928896903992,0.6666666666666666,1.1155378486055776,0.7073170731707317,
11,3,"The image depicts a man sitting on a bench near a body of water, possibly a lake or a river. He is wearing a red shirt and appears to be enjoying the view. Another person is visible in the scene, standing in the water and holding an oar, possibly preparing to row a boat.

There are two boats in the scene, one located closer to the man on the bench and the other further away. A suitcase can be seen placed near the water, possibly belonging to one of the individuals in the scene.",0.9130843281745911,0.9343397617340088,0.9450806379318237,0.6056338028169014,0.9601593625498008,0.6341463414634146,
12,1,"The image features a woman holding a Hello Kitty cell phone in her hand. She is looking at the phone screen, possibly checking messages or browsing the internet. The woman is wearing a watch on her wrist, and there is a handbag placed nearby.

In the background, there are several other people present, some of whom are standing closer to the woman, while others are further away. The scene appears to be a casual gathering or event where people are engaging with their cell phones.",1.0,1.0,0.9999999403953552,1.0,1.0,1.0,
12,2,"The image is a colorful and lively cartoon depiction of a busy city street. A woman wearing a pink bow in her hair is the focal point of the scene, standing out among the crowd. She is holding a cell phone and appears to be looking at it.

There are numerous people in the scene, some of them carrying handbags. The crowd is diverse, with individuals of different ages and genders. The overall atmosphere of the image is bustling and energetic, capturing the essence of a typical city street.",0.5758911967277527,0.5758911967277527,0.8985253572463989,0.2826086956521739,1.020746887966805,0.30434782608695654,
12,3,"The image is a comic strip featuring a woman in a pink dress standing in the center of a crowd. She is holding a cell phone and appears to be taking a picture. The crowd consists of various people surrounding her, with some standing closer to her and others further away.

In the scene, there are multiple handbags visible, with one near the woman in the pink dress, another in the middle of the crowd, and a third one towards the right side of the image. Additionally, there is a person holding a camera, possibly capturing the moment.",0.6339403986930847,0.7517463564872742,0.9087377786636353,0.3181818181818182,1.112033195020747,0.3695652173913043,
13,1,"The image features a group of children riding on a small, red train. There are at least nine children visible in the scene, with some sitting closer to the front of the train and others further back. The train appears to be a miniature version, providing a fun and engaging experience for the children. The scene captures the excitement and joy of the children as they enjoy their ride on the train.",1.0,1.0,1.0,1.0,1.0,1.0,
13,2,"The image features a toy train with a group of children riding on it. There are at least 12 children visible, with some sitting on the train and others standing nearby. The train is traveling along a track, and the children seem to be enjoying their ride.

In the background, there are a few umbrellas, possibly indicating a sunny day or a place where people gather. The scene appears to be a lively and fun environment for the children to play and interact.",0.8534435033798218,0.8534435033798218,0.9236290454864502,0.3918918918918919,1.1478696741854637,0.53125,
13,3,"The image depicts a lively scene of a group of children gathered around a small train. The train is filled with passengers, including children and adults, as they enjoy the ride. The train is situated on a track, and the children are standing around it, some closer to the train and others further away.

There are several children visible in the scene, with some standing closer to the train and others further back. A few children can be seen sitting on the train, while others are standing nearby. The atmosphere appears to be joyful and fun, as the children and adults share this unique experience together.",0.8509316444396973,0.8822190761566162,0.9230724573135376,0.4246575342465753,1.531328320802005,0.625,
14,1,"The image features a delicious-looking pastry, possibly a chocolate muffin or a sandwich, sitting on a plate. The plate is placed on a dining table, and there is a bowl nearby, possibly containing a side dish or a sauce. 

In the background, there is a person partially visible, likely enjoying the meal or preparing to eat the pastry. The scene appears to be set in a cozy and inviting atmosphere.",1.0,1.0,1.0,1.0,1.0,1.0,
14,2,"The image features a person sitting at a dining table, enjoying a delicious chocolate muffin. The muffin is placed on a white plate, which is positioned on the table. The person is holding a knife, likely preparing to cut the muffin.

The table is set with various utensils, including a fork on the left side of the table, a spoon on the right side, and a knife closer to the center. There is also a cup located near the top right corner of the table. The scene appears to be a cozy and intimate dining experience.",0.7745856046676636,0.7745856046676636,0.9095996618270874,0.38028169014084506,1.2914572864321607,0.5588235294117647,
14,3,"The image features a person sitting at a dining table, enjoying a delicious chocolate cupcake. The cupcake is placed on a plate, and the person is using a fork to eat it. There are two more plates on the table, one closer to the person and the other further away.

Additionally, there are two spoons on the table, one near the person and the other closer to the edge of the table. A knife can also be seen on the table, positioned near the right side of the scene.",0.7257338166236877,0.8351203799247742,0.8908957839012146,0.3142857142857143,1.1658291457286432,0.4117647058823529,
15,1,"The image features a person paddling on a surfboard in the ocean. The person is wearing a hat and is skillfully navigating the water. The surfboard is positioned in the middle of the scene, with the person standing on it and using a paddle to propel themselves through the water.

In the background, there are several houses visible, indicating that the location is near a residential area. The scene captures the person's enjoyment of the water and the serene atmosphere of the ocean.",1.0,1.0,1.0,1.0,1.0,1.0,
15,2,"The image features a man paddling on a surfboard in the ocean, surrounded by a few houses. He is skillfully navigating the waves, enjoying his time on the water. The surfboard is positioned in the center of the scene, with the man standing on it and holding onto the paddle.

In the background, there are several houses of varying sizes, some closer to the water and others further away. The scene captures the essence of a leisurely day spent on the water, with the man taking advantage of the ocean waves.",0.890583872795105,0.890583872795105,0.9431977272033691,0.3888888888888889,1.045360824742268,0.5142857142857142,
15,3,"The image is a colorful, hand-drawn cartoon depicting a man paddleboarding on a river. He is skillfully navigating the water with his paddle, surrounded by a lively scene. 

There are several other people in the image, some of them closer to the man on the paddleboard, while others are further away. A dog can be seen in the scene, possibly accompanying the man on his adventure. The overall atmosphere of the image is vibrant and full of life.",0.6817460656166077,0.72505784034729,0.9041462540626526,0.2345679012345679,0.9175257731958762,0.2857142857142857,
16,1,"The image features a desk with two laptops and two computer monitors. The laptops are placed on the left side of the desk, while the monitors are positioned on the right side. A keyboard is also present on the right side of the desk, close to the monitors.

In addition to the electronic devices, there are two mice on the desk, one near the left laptop and the other near the right laptop. A cell phone can be seen on the left side of the desk, and a book is placed on the right side. The desk appears to be well-equipped for a productive work environment.",1.0000001192092896,1.0,0.9999998807907104,1.0,1.0,1.0,
16,2,"The image depicts a well-equipped office space with a large desk featuring a computer setup. There are three computer monitors placed on the desk, with one on the left side, another in the middle, and the third on the right side. A keyboard and a mouse are also present on the desk, indicating a complete computer setup.

In addition to the computer equipment, there are two cell phones on the desk, one near the center and the other towards the right side. A book can be seen on the left side of the desk, and a cup is placed near the center. A chair is positioned in front of the desk, ready for someone to sit and work.",0.873839259147644,0.873839259147644,0.9420564770698547,0.5138888888888888,1.1166965888689409,0.6571428571428571,
16,3,"The image depicts a large, well-equipped office space with multiple desks and chairs. There are three desks in the room, each with a computer monitor and keyboard. Two of the desks have chairs placed in front of them, while the third desk has a chair on the side.

In addition to the desks and chairs, there are several potted plants scattered throughout the room, adding a touch of greenery to the office environment. A TV is mounted on the wall, and a couple of books can be seen placed on one of the desks.

The office space is designed to accommodate multiple employees, with a total of five chairs visible in the room.",0.7166566848754883,0.8466014862060547,0.9064773917198181,0.3176470588235294,1.118491921005386,0.4,
17,1,"The image depicts a busy highway with multiple cars and trucks driving under a bridge. There are at least nine cars and two trucks visible in the scene, with some vehicles closer to the foreground and others further back. The highway is filled with traffic, and the vehicles are moving in various directions.

In addition to the vehicles, there are several traffic signs visible in the scene, including one on the left side of the image, one in the middle, and another on the right side. These signs likely provide information about the highway, such as directions or lane changes.",1.0,1.0,1.0,1.0,1.0,1.0,
17,2,"The image depicts a busy highway filled with numerous cars and trucks. The highway is a four-lane road, with traffic moving in both directions. There are at least 14 cars and 5 trucks visible in the scene, with some vehicles positioned closer to the viewer and others further away.

The traffic appears to be quite heavy, with cars and trucks occupying most of the available lanes. The highway is situated under a bridge, which adds to the urban atmosphere of the scene.",0.8946183323860168,0.8946183323860168,0.9208443760871887,0.3950617283950617,0.8089500860585198,0.5111111111111111,
17,3,"The image depicts a bustling highway filled with numerous cars, trucks, and buses. The traffic is dense, with vehicles occupying every lane, and some cars are even driving on the shoulder. The scene is a mix of various vehicles, including cars, trucks, and buses, all contributing to the congestion.

The highway is surrounded by trees, adding a touch of nature to the urban landscape. The traffic appears to be moving in both directions, with vehicles occupying the lanes from left to right and vice versa. The overall scene is a vivid representation of a busy highway during peak traffic hours.",0.8082608580589294,0.8586117625236511,0.8970021605491638,0.31521739130434784,1.0258175559380378,0.4444444444444444,
18,1,"The image features a red double-decker bus driving down a city street. The bus is quite large, occupying a significant portion of the scene. There are several people visible on the street, with some walking and others standing.

In addition to the bus, there are two other vehicles in the scene: a car and a truck. The car is located on the right side of the street, while the truck is situated further back on the left side. The presence of these vehicles adds to the bustling city atmosphere.",1.0,1.0,1.0,1.0,1.0,1.0,
18,2,"The image is a colorful painting of a busy city street with a red double-decker bus driving down the road. The bus is surrounded by various vehicles, including cars and trucks, which are scattered throughout the scene.

There are numerous people on the street, some walking and others standing, creating a lively atmosphere. A few individuals can be seen carrying handbags, adding to the bustling city vibe.

The painting captures the essence of a typical day in a bustling city, with the iconic red double-decker bus as the centerpiece.",0.8400387167930603,0.8400387167930603,0.9137626886367798,0.3411764705882353,1.0870445344129556,0.45,
18,3,"The image depicts a bustling city street filled with various vehicles and pedestrians. There are numerous buses, including a large red double-decker bus, driving down the street. A few cars can also be seen, with one car positioned in the middle of the street and another car further back.

A crowd of people is walking along the street, with some individuals carrying handbags. The pedestrians are scattered throughout the scene, with some closer to the foreground and others further back. The overall atmosphere of the scene is lively and energetic, capturing the essence of a busy city street.",0.7970921993255615,0.814647912979126,0.9186932444572449,0.36470588235294116,1.2064777327935223,0.5,
19,1,"The image features a black and white cat lying on top of a laptop computer. The cat is comfortably resting on the keyboard, occupying a significant portion of the laptop's surface. The laptop is placed on a desk, and the cat appears to be enjoying its time on the computer.",1.0000001192092896,1.0,1.0,1.0,1.0,1.0,
19,2,"The image features a black and white cat sitting on a desk next to a laptop computer. The cat appears to be looking at the laptop screen, possibly intrigued by the content displayed. 

On the desk, there is a cup of coffee, a spoon, and a pencil. The cup is placed near the laptop, while the spoon and pencil are located closer to the edge of the desk. The scene gives the impression of a cozy workspace where the cat is enjoying the company of its owner.",0.8656728863716125,0.8656728863716125,0.9166325926780701,0.3333333333333333,1.6666666666666667,0.5263157894736842,
19,3,"The image features a black and white cat sitting on a desk, seemingly working on a laptop computer. The cat is positioned in the center of the desk, with the laptop placed in front of it. 

The desk is cluttered with various items, including a cup, a book, a pair of scissors, and a cell phone. The cup is located on the left side of the desk, while the book is placed on the right side. The scissors are situated in the middle of the desk, and the cell phone is located towards the right side.",0.851759135723114,0.8954821825027466,0.9014381170272827,0.2542372881355932,1.8095238095238095,0.42105263157894735,
20,1,"The image features a large airplane flying high in the sky, with the bridge of the Sydney Harbour Bridge visible below. The airplane is positioned towards the center of the scene, and the bridge spans across the entire width of the image.

There are several people scattered throughout the scene, likely enjoying the view of the airplane and the bridge. Some of them are closer to the bridge, while others are further away, possibly on the other side of the harbor.",1.0,1.0,1.0,1.0,1.0,1.0,
20,2,"The image features a large bridge with two airplanes flying underneath it. The airplanes are positioned close to each other, with one slightly ahead of the other. The bridge spans across the entire width of the scene, providing a sense of scale for the airplanes.

In addition to the airplanes, there are several boats visible in the water below the bridge. Some of these boats are closer to the bridge, while others are further away. The scene captures the dynamic interaction between the airplanes and the bridge, as well as the presence of boats in the area.",0.7903007864952087,0.7903007864952087,0.9208385348320007,0.40540540540540543,1.206451612903226,0.5897435897435898,
20,3,"The image features a large bridge with several airplanes flying underneath it. There are a total of nine airplanes in the scene, with some positioned closer to the bridge and others further away. The airplanes vary in size and are scattered throughout the image, creating a dynamic and engaging scene.

In addition to the airplanes, there are two boats visible in the water below the bridge. One boat is located near the left side of the image, while the other is situated closer to the right side. The combination of the bridge, airplanes, and boats creates a captivating and imaginative scene.",0.7872347831726074,0.9285215735435486,0.9090688228607178,0.40540540540540543,1.2795698924731183,0.5641025641025641,
21,1,"The image features a zebra with its head down, nuzzling another zebra. The zebra on the left is gently nibbling on the other zebra's neck, creating a tender moment between the two animals. The scene captures the close bond between the zebras, showcasing their social behavior and interaction.",1.0,1.0,1.0,1.0,1.0,1.0,
21,2,"The image features two zebras standing close to each other, with their heads touching or almost touching. They are positioned in a way that their heads are almost overlapping, creating a striking visual effect. The zebras are standing in a black and white environment, which adds to the contrast between their bodies and the background.",0.8132324814796448,0.8132324814796448,0.8884327411651611,0.21311475409836064,1.1506849315068493,0.32142857142857145,
21,3,"The image features two zebras standing close to each other, with their heads touching. They are positioned in the center of the scene, creating a sense of unity and companionship. The zebras are the main focus of the image, with their distinctive black and white stripes visible.",0.8147924542427063,0.9225050806999207,0.8998916149139404,0.22807017543859648,0.9554794520547946,0.32142857142857145,
22,1,"The image features a cozy bedroom with a large bed situated in the center of the room. The bed is adorned with a colorful comforter, adding a vibrant touch to the space. A chair is placed near the bed, and a dining table can be seen in the room as well.

The room also has a window, allowing natural light to enter the space. A clock is mounted on the wall, and a remote control is placed nearby. Additionally, there is a book on the table, suggesting that the room is used for relaxation and leisure activities.",1.0,1.0,1.0,1.0,1.0,1.0,
22,2,"The image features a cozy bedroom with a large bed situated in the center of the room. The bed is adorned with a colorful blanket, adding a vibrant touch to the space. The room is well-lit, with sunlight streaming in through the windows, creating a warm and inviting atmosphere.

In addition to the bed, there is a chair placed near the left side of the room, and a potted plant located on the left side as well. A clock can be seen hanging on the wall, and a book is placed on the bed, suggesting that the occupant enjoys reading. The room also contains a dining table, which is situated towards the right side of the room.",0.9358772039413452,0.9358772039413452,0.9409040212631226,0.5,1.21875,0.6590909090909091,
22,3,"The image features a cozy bedroom with a large bed taking up a significant portion of the space. The bed is covered with a colorful blanket, adding a vibrant touch to the room. A potted plant is placed near the bed, adding a touch of greenery to the space.

In addition to the bed, there are two chairs in the room, one located near the left side and the other closer to the right side. A vase can be seen on the right side of the room, and a book is placed on the bed, indicating that the occupant might be reading or relaxing in the room.",0.8437498807907104,0.9219850897789001,0.9300090670585632,0.3411764705882353,1.0546875,0.4090909090909091,
23,1,"The image features a large purple bus driving down a street. The bus is quite long, occupying a significant portion of the scene. There are several people visible around the bus, with some standing closer to the bus and others further away.

In addition to the bus, there are two traffic lights in the scene, one located near the top left corner and the other near the top right corner. The presence of these traffic lights suggests that the bus is driving in an urban environment with traffic regulations in place.",1.0,1.0,1.0,1.0,1.0,1.0,
23,2,"The image is a colorful, hand-drawn cartoon of a city street with a purple bus driving down the road. The bus is surrounded by several cars, including a few parked on the side of the street. There are also a few pedestrians walking along the sidewalk, some of them carrying handbags.

In addition to the bus and cars, there are two traffic lights visible in the scene, one near the center and the other towards the right side of the image. The overall atmosphere of the scene is lively and bustling, with people and vehicles going about their daily routines.",0.8691296577453613,0.8691296577453613,0.9174910187721252,0.3258426966292135,1.083495145631068,0.42857142857142855,
23,3,"The image is a colorful cartoon depiction of a busy city street filled with various vehicles and people. There are numerous cars, buses, and trucks driving down the street, with some cars positioned closer to the viewer and others further away. A bus is prominently featured in the scene, occupying a significant portion of the street.

Numerous people can be seen walking along the sidewalk, with some closer to the foreground and others further back. The scene captures the hustle and bustle of a typical day in a city, with people going about their daily routines and vehicles navigating the crowded streets.",0.6937129497528076,0.8681156635284424,0.8964726328849792,0.2717391304347826,1.1864077669902913,0.38095238095238093,
24,1,"The image features a white bowl filled with a variety of green apples. The apples are arranged in different positions within the bowl, creating a visually appealing display. Some apples are placed closer to the front, while others are situated towards the back of the bowl. The apples are of different sizes and shapes, adding to the overall diversity of the fruit arrangement.",1.0,1.0,1.0,1.0,1.0,1.0,
24,2,"The image features a large white bowl filled with a variety of green apples. The bowl is placed on a table, and the apples are arranged in a visually appealing manner. There are at least 13 apples in the bowl, with some placed closer to the front and others towards the back. The apples are of different sizes and shapes, creating a diverse and colorful display.",0.9263585209846497,0.9263585209846497,0.9616000652313232,0.6078431372549019,0.9602122015915119,0.7272727272727273,
24,3,"The image features a white plate filled with a variety of green apples. The apples are arranged in a circular pattern, with some placed closer to the edge of the plate and others positioned more towards the center. The plate is placed on a wooden table, creating a visually appealing and healthy display.",0.8696027994155884,0.825049638748169,0.9395564198493958,0.4807692307692308,0.8063660477453581,0.5454545454545454,
