image_id,iteration,caption,similarity_to_original,similarity_to_previous,bert_f1,jaccard,length_ratio,vision_embedding_norm,vision_sim_to_original,vision_sim_to_previous,log_prob_original_caption,log_prob_caption_on_original_image,converged,convergence_iteration,attractor_type,error
1,11,"The image depicts a group of people gathered in a living room, sitting on chairs and a couch. There are at least nine people in the scene, with some sitting closer to the foreground and others further back. The living room is furnished with a couch, a dining table, and a potted plant.

On the dining table, there are several cups, a bowl, and a book. The cups are placed in various positions, while the bowl is located near the center of the table. The book is placed on the table, possibly for someone to read while enjoying their beverage.",0.7749928832054138,0.9012963771820068,0.903741717338562,0.3218390804597701,0.9963235294117647,18.855125427246094,0.9290720820426941,0.9729297161102295,-13.559000015258789,-12.868768692016602,False,-1,none,
1,12,"The image is a colorful, hand-drawn illustration of a group of people sitting around a coffee table in a living room. There are nine people in total, with some sitting on chairs and others on a couch. The living room is furnished with a potted plant, a vase, and a bowl placed on the coffee table.

The scene is lively and inviting, with the people engaged in conversation and enjoying each other's company. The hand-drawn style adds a unique and artistic touch to the illustration.",0.7007403373718262,0.8397530317306519,0.8909447193145752,0.23076923076923078,0.8860294117647058,18.495954513549805,0.931949257850647,0.9769415259361267,-13.401725769042969,-13.128499984741211,False,-1,none,
1,13,"The image is a colorful and lively cartoon depiction of a group of people sitting in a living room. There are nine people in total, with some sitting on couches and others on chairs. They are engaged in conversation and enjoying each other's company.

The living room is furnished with a couch, a chair, and a dining table. There are several potted plants placed around the room, adding a touch of greenery to the space. A cup can be seen on one of the surfaces, possibly containing a beverage for the group.

In addition to the people and furniture, there are a few books scattered around the room, suggesting that the group might be discussing or sharing their reading interests.",0.6757175922393799,0.8587191700935364,0.9029403924942017,0.28846153846153844,1.2518382352941178,19.14109992980957,0.9248390793800354,0.9763723611831665,-13.684698104858398,-12.500711441040039,False,-1,none,
1,14,"The image depicts a lively gathering of people in a living room. There are at least 13 people in the room, sitting and standing around each other. Some of them are engaged in conversation, while others are enjoying the company.

The living room is furnished with a couch, a chair, and a dining table. There are several potted plants placed around the room, adding a touch of greenery to the space. A few books can be seen on the dining table, and a bowl is placed on the table as well.

The atmosphere appears to be warm and inviting, with people enjoying each other's company in a comfortable setting.",0.7111295461654663,0.8426345586776733,0.912736713886261,0.33695652173913043,1.1066176470588236,18.398412704467773,0.9252350926399231,0.987040102481842,-13.642818450927734,-12.666959762573242,False,-1,none,
1,15,"The image depicts a lively gathering of people in a living room. There are at least 12 people in the room, sitting and standing around a dining table. The table is surrounded by chairs, and there are several potted plants placed throughout the room, adding a touch of greenery to the space.

In addition to the people and plants, there are a few cups and bowls on the table, suggesting that the group might be enjoying a meal or a casual snack together. The room also features a couch, providing a comfortable seating area for the guests.",0.7591795325279236,0.9214112758636475,0.9119729399681091,0.32608695652173914,0.9889705882352942,17.85200309753418,0.9241669774055481,0.9875320196151733,-13.621478080749512,-12.938223838806152,False,-1,none,
1,16,"The image depicts a lively scene of a group of people gathered around a dining table in a room filled with potted plants. There are at least nine people in the room, some sitting and others standing, all enjoying each other's company. The table is set with various cups, bowls, and vases, creating a warm and inviting atmosphere.

In addition to the people and tableware, there are numerous potted plants scattered throughout the room, adding a touch of greenery and life to the space. The room appears to be a cozy and comfortable environment for the group to spend time together.",0.7137210965156555,0.9042399525642395,0.8970621228218079,0.23529411764705882,1.068014705882353,17.58208656311035,0.9111331701278687,0.9747614860534668,-13.691879272460938,-12.894438743591309,False,-1,none,
1,17,"The image is a colorful, hand-drawn illustration of a large group of people gathered around a dining table. The table is filled with various potted plants, creating a lively and vibrant atmosphere. The people are seated on chairs placed around the table, enjoying each other's company.

There are numerous cups and bowls placed on the table, suggesting that the group is having a meal together. The scene is lively and full of energy, with the people and plants creating a warm and inviting environment.",0.6886904835700989,0.9045347571372986,0.8918145895004272,0.15463917525773196,0.9246323529411765,17.232437133789062,0.9207807183265686,0.9737519025802612,-13.79005241394043,-13.170141220092773,False,-1,none,
1,18,"The image depicts a lively gathering of people sitting around a large dining table, enjoying a meal together. There are at least 12 people in the scene, with some sitting closer to the table and others further away. The table is filled with various bowls, cups, and utensils, including forks, knives, and spoons.

In addition to the people and tableware, there are several potted plants placed around the room, adding a touch of greenery to the atmosphere. The scene appears to be a warm and inviting social event, with everyone engaged in conversation and enjoying their time together.",0.6730182766914368,0.9106312394142151,0.9029757976531982,0.2653061224489796,1.0772058823529411,16.765668869018555,0.9075846076011658,0.9821255803108215,-13.475179672241211,-12.807747840881348,False,-1,none,
1,19,"The image depicts a large group of people gathered around a long dining table, enjoying a meal together. There are at least 14 people visible in the scene, with some sitting and others standing around the table. The table is filled with various bowls, cups, and utensils, including spoons and forks.

The table is set with multiple bowls, some placed closer to the center and others near the edges. There are also several cups scattered across the table, along with a few wine glasses. The scene appears to be a lively gathering, with people engaged in conversation and enjoying their time together.",0.5746646523475647,0.9210262298583984,0.8931929469108582,0.24,1.1011029411764706,16.26009178161621,0.8837669491767883,0.9285033941268921,-13.401700973510742,-12.799352645874023,False,-1,none,
1,20,"The image depicts a large group of people gathered around a long dining table, enjoying a meal together. The table is filled with various dishes, including bowls, cups, and utensils such as forks and knives. There are numerous people seated and standing around the table, engaged in conversation and sharing the meal.

The table is set with multiple cups, some placed closer to the people and others further away. There are also several bowls of different sizes, some closer to the people and others further away. The forks and knives are spread across the table, with some placed near the people and others further away.

The atmosphere appears to be warm and inviting, with everyone enjoying the company and the delicious food.",0.5830605030059814,0.9375712871551514,0.885929524898529,0.25,1.3400735294117647,16.83670425415039,0.8934755921363831,0.9657573699951172,-13.309414863586426,-12.387231826782227,False,-1,none,
1,21,"The image depicts a large group of people gathered around a long dining table, enjoying a meal together. There are at least 14 people visible in the scene, sitting and standing around the table. The table is filled with various dishes, including bowls, cups, and utensils such as forks and knives.

There are numerous bowls placed on the table, with some closer to the people and others further away. Cups can be seen in different areas of the table, and forks and knives are scattered across the table as well. The atmosphere appears to be lively and social, with everyone engaged in conversation and enjoying their meal.",0.5936955213546753,0.954128623008728,0.8941411972045898,0.2727272727272727,1.1433823529411764,15.786940574645996,0.8654197454452515,0.967353343963623,-13.57031536102295,-12.673969268798828,False,-1,none,
1,22,"The image depicts a large group of people gathered around a long dining table, enjoying a meal together. There are numerous people sitting and standing around the table, with some of them holding forks and knives, ready to eat. The table is filled with various dishes, including bowls, cups, and a couple of cakes.

In addition to the people and the food, there are several chairs placed around the table, and a few bottles can be seen on the table as well. The atmosphere appears to be warm and inviting, as the people share a meal and engage in conversation.",0.6150971055030823,0.9418845772743225,0.8998900651931763,0.24489795918367346,1.0294117647058822,16.17665672302246,0.8933045864105225,0.9753333330154419,-13.424152374267578,-12.889671325683594,False,-1,none,
1,23,"The image depicts a large gathering of people sitting around a long dining table, enjoying a meal together. The table is filled with various dishes, including pies, cakes, and bowls of food. There are numerous cups, wine glasses, and utensils such as forks and knives placed on the table.

The people are seated on chairs, with some individuals closer to the table and others further away. The atmosphere appears to be warm and inviting, as the group of people shares a meal and engages in conversation.",0.5944628119468689,0.9682434797286987,0.8885160684585571,0.23711340206185566,0.9246323529411765,15.892489433288574,0.8807872533798218,0.9697842001914978,-13.25654125213623,-13.054783821105957,False,-1,none,
1,24,"The image depicts a large group of people gathered around a long dining table, enjoying a meal together. There are at least 14 people seated at the table, with some sitting closer to the front and others further back. The table is filled with various dishes, including multiple cakes, bowls, and cups.

The table is set with multiple forks, knives, and spoons, indicating that the guests are ready to dig into the delicious spread. The atmosphere appears to be warm and inviting, as the family or friends share a meal and spend quality time together.",0.5616216659545898,0.9238031506538391,0.8865460157394409,0.18691588785046728,1.0110294117647058,17.84688949584961,0.9090079665184021,0.9528232216835022,-13.324057579040527,-12.940156936645508,False,-1,none,
1,25,"The image depicts a large group of people gathered around a long dining table, enjoying a meal together. There are at least 14 people visible in the scene, sitting and standing around the table. The table is filled with various food items, including multiple cakes, sandwiches, and bowls.

Several cups and wine glasses are placed on the table, indicating that the guests are drinking as well. The table is set with forks, knives, and spoons, suggesting that the guests are using utensils to enjoy their meal. The atmosphere appears to be lively and social, with everyone engaged in conversation and sharing a delightful dining experience.",0.6041613817214966,0.9616045355796814,0.8763642907142639,0.21100917431192662,1.1746323529411764,16.615713119506836,0.9077643156051636,0.9771783351898193,-13.027477264404297,-12.614243507385254,False,-1,none,
2,1,The image features a large brown bear sitting on a grassy field. The bear appears to be relaxed and enjoying the outdoors. The grassy area surrounding the bear provides a natural setting for the scene.,1.0,1.0,1.0,1.0,1.0,21.27198600769043,1.0,1.0,,-15.206938743591309,False,-1,none,
2,2,"The image features a large brown bear sitting in a grassy field. The bear is positioned in the center of the scene, occupying a significant portion of the image. The grassy field extends to the edges of the image, creating a serene and natural setting.",0.9379856586456299,0.9379856586456299,0.9430822730064392,0.40540540540540543,1.2537313432835822,22.95479393005371,0.9670042395591736,0.9670042395591736,-15.376018524169922,-14.966017723083496,False,-1,none,
2,3,"The image features a large brown bear sitting in a grassy field. The bear is positioned in the center of the scene, with its head turned to the left. The bear appears to be relaxed and enjoying the open space. The grassy field extends to the edges of the image, creating a serene and natural setting.",0.9471019506454468,0.9870486259460449,0.9504177570343018,0.4634146341463415,1.492537313432836,23.263446807861328,0.971413791179657,0.9869600534439087,-15.280961990356445,-14.689403533935547,False,-1,none,
2,4,"The image features a large brown bear sitting in a grassy field. The bear appears to be relaxed and enjoying the outdoors. The field is filled with tall grass, providing a natural habitat for the bear. The bear's position in the field suggests that it is comfortable and at ease in its surroundings.",0.9509620070457458,0.8968767523765564,0.9602504372596741,0.4418604651162791,1.4875621890547264,23.77729034423828,0.9710726737976074,0.9922704100608826,-15.30504035949707,-14.69135570526123,False,-1,none,
2,5,"The image features a large brown bear sitting in a grassy field. The bear is positioned in the center of the scene, with its body facing the viewer. The grass around the bear is tall and lush, creating a serene and natural setting. The bear appears to be relaxed and enjoying its time in the field.",0.9639342427253723,0.9337956309318542,0.950652003288269,0.4523809523809524,1.4825870646766168,24.451679229736328,0.9669056534767151,0.9916970729827881,-15.456171035766602,-14.668600082397461,True,3,fixed_point,
2,6,"The image features a large brown bear sitting in a grassy field. The bear is positioned in the center of the scene, occupying a significant portion of the image. The grassy field extends across the background, providing a natural setting for the bear. The bear appears to be relaxed and enjoying its time in the field.",0.9655631184577942,0.9668053388595581,0.9521496295928955,0.5128205128205128,1.5820895522388059,24.407678604125977,0.9758321046829224,0.9903979301452637,-15.338020324707031,-14.677456855773926,True,4,fixed_point,
2,7,"The image features a large brown bear sitting in a grassy field. The bear is positioned in the center of the scene, with its head turned to the left. The bear appears to be looking at something, possibly a camera or another animal. The grassy field extends to the edges of the image, creating a serene and natural setting for the bear.",0.9135339260101318,0.9504302740097046,0.9392760396003723,0.3829787234042553,1.6666666666666667,24.064985275268555,0.9619332551956177,0.9810647368431091,-15.514513969421387,-14.586066246032715,True,4,limit_cycle_2,
2,8,"The image features a large brown bear sitting in a grassy field. The bear is positioned in the center of the scene, occupying a significant portion of the image. The grassy field extends to the edges of the image, creating a natural and serene environment for the bear.",0.9386008977890015,0.9603886008262634,0.9440220594406128,0.39473684210526316,1.3383084577114428,25.665023803710938,0.9545029401779175,0.9808979630470276,-15.077933311462402,-14.896883964538574,False,-1,none,
2,9,"The image features a large brown bear sitting in a grassy field. The bear appears to be enjoying the sunny day, as it is smiling and has its mouth open. The bear is positioned in the center of the scene, with its body occupying a significant portion of the image. The grassy field extends to the edges of the frame, creating a serene and natural setting for the bear.",0.9474425315856934,0.9649162292480469,0.9415106773376465,0.3877551020408163,1.8258706467661692,23.946447372436523,0.972771406173706,0.9822324514389038,-15.251667976379395,-14.36394214630127,False,-1,none,
2,10,"The image features a large brown bear sitting in a grassy field. The bear appears to be relaxed and enjoying the outdoors. It is situated in the middle of the scene, with its body facing the camera. The bear's mouth is open, possibly indicating that it is panting or simply enjoying the fresh air. The grassy field provides a natural and serene environment for the bear to rest in.",0.9282668828964233,0.9457260370254517,0.9480671882629395,0.42,1.8955223880597014,22.64826011657715,0.965255081653595,0.9900537729263306,-15.230154991149902,-14.26167106628418,True,7,limit_cycle_2,
2,11,"The image features a large brown bear sitting in a grassy field. The bear is positioned in the center of the scene, with its head turned to the side. The bear appears to be relaxed and enjoying the outdoors. The grassy field extends across the entire image, providing a natural setting for the bear.",0.9687387347221375,0.9416657090187073,0.9601959586143494,0.5384615384615384,1.4875621890547264,23.763757705688477,0.9687591791152954,0.9886965155601501,-15.216838836669922,-14.704362869262695,False,-1,none,
2,12,"The image features a large brown bear sitting in a grassy field. The bear is positioned in the center of the scene, with its head turned to the left. The bear appears to be relaxed and enjoying the open space.

In the background, there are trees scattered throughout the scene, adding to the natural setting. The bear's presence in the field creates a sense of tranquility and harmony with nature.",0.9255945086479187,0.9560579061508179,0.9372848272323608,0.37254901960784315,1.9751243781094527,24.238601684570312,0.9676768779754639,0.9856301546096802,-15.4083890914917,-14.256131172180176,True,9,limit_cycle_2,
2,13,"The image features a large brown bear sitting in a grassy field. The bear appears to be relaxed and enjoying the outdoors. The field is surrounded by trees, creating a serene and natural setting. The bear is positioned in the center of the scene, with the trees in the background and the grass beneath it.",0.9697791337966919,0.9523317217826843,0.9560544490814209,0.5,1.5174129353233832,22.26675796508789,0.9637517333030701,0.987046480178833,-15.206710815429688,-14.695884704589844,False,-1,none,
2,14,"The image features a large brown bear sitting in a grassy field. The bear is positioned in the center of the scene, with its legs spread out and its body facing the viewer. The bear appears to be relaxed and enjoying the open space.

In the background, there are trees and mountains visible, creating a picturesque and natural setting. The combination of the bear and the surrounding environment creates a sense of tranquility and harmony with nature.",0.9315319061279297,0.952983558177948,0.9340367317199707,0.36363636363636365,2.243781094527363,25.151033401489258,0.9489508271217346,0.984061598777771,-15.069080352783203,-14.126443862915039,False,-1,none,
2,15,"The image features a large brown bear sitting in a grassy field, surrounded by a beautiful mountainous landscape. The bear appears to be relaxed and enjoying the serene environment. The field is filled with grass, and the mountains in the background create a picturesque scene. The bear is the main focus of the image, with its size and presence dominating the scene.",0.9295359253883362,0.9512101411819458,0.9394184947013855,0.3541666666666667,1.8258706467661692,23.397584915161133,0.9617773294448853,0.9855970144271851,-15.58035659790039,-14.551102638244629,False,-1,none,
2,16,"The image features a large brown bear sitting in a grassy field, surrounded by a beautiful mountain landscape. The bear appears to be relaxed and enjoying the serene environment. The field is situated near a lake, which adds to the picturesque setting. The bear is positioned in the center of the scene, with the mountains in the background, creating a captivating and peaceful scene.",0.9119794368743896,0.9630457758903503,0.9376121163368225,0.3673469387755102,1.9104477611940298,24.029922485351562,0.9638728499412537,0.9940739870071411,-15.32979679107666,-14.455086708068848,False,-1,none,
2,17,"The image features a large brown bear sitting in a grassy field, surrounded by a beautiful mountain landscape. The bear appears to be enjoying the serene environment, possibly taking a break from its usual activities.

In the background, there are several trees scattered throughout the scene, adding to the natural ambiance. Additionally, there are a few birds flying in the sky, further enhancing the picturesque setting.",0.910679280757904,0.954188883304596,0.9275736212730408,0.2982456140350877,2.1044776119402986,21.832664489746094,0.9571781158447266,0.9919061660766602,-15.167238235473633,-14.358778953552246,True,15,fixed_point,
2,18,"The image features a large brown bear sitting in a grassy field, surrounded by a beautiful mountain landscape. The bear appears to be relaxing and enjoying the serene environment.

In the sky above the bear, several birds can be seen flying, adding to the natural ambiance of the scene. The birds are scattered throughout the sky, with some closer to the bear and others further away. The combination of the bear, the grassy field, and the birds creates a picturesque and peaceful scene.",0.8792694807052612,0.9560872316360474,0.9271935820579529,0.2982456140350877,2.4228855721393034,24.185462951660156,0.9510762691497803,0.9902191758155823,-15.296762466430664,-13.972107887268066,True,16,fixed_point,
2,19,"The image features a large brown bear sitting in a grassy field, surrounded by a beautiful mountain landscape. The bear appears to be looking up at the sky, possibly observing the birds flying above. There are several birds scattered throughout the scene, some flying close to the bear and others further away. The combination of the bear, the grassy field, and the birds creates a serene and picturesque scene.",0.8740823864936829,0.9794108867645264,0.9252423644065857,0.2727272727272727,2.044776119402985,21.082698822021484,0.9532612562179565,0.980135440826416,-15.1329345703125,-14.408867835998535,False,-1,none,
2,20,"The image features a large brown bear sitting in a grassy field, surrounded by a beautiful mountain landscape. The bear appears to be relaxed and enjoying the serene environment.

In the background, there are several birds scattered throughout the scene, adding to the natural ambiance. Some birds are flying close to the bear, while others are positioned further away, creating a sense of depth and movement in the image.",0.8941004276275635,0.9639869928359985,0.9313592910766602,0.32727272727272727,2.099502487562189,22.958059310913086,0.9561343193054199,0.9820333123207092,-15.51234245300293,-14.333579063415527,False,-1,none,
2,21,"The image features a large brown bear sitting in a grassy field, surrounded by a beautiful mountain landscape. The bear appears to be relaxed and enjoying the serene environment.

In the background, there are several birds scattered throughout the scene, adding to the natural ambiance. Some birds are flying close to the bear, while others are positioned at various distances in the sky. The combination of the bear, the grassy field, and the birds creates a picturesque and peaceful scene.",0.8979224562644958,0.9818394780158997,0.9271606802940369,0.3157894736842105,2.442786069651741,23.315156936645508,0.9525395035743713,0.9917159676551819,-15.437763214111328,-14.015837669372559,True,18,limit_cycle_2,
2,22,"The image features a large brown bear sitting in a grassy field, surrounded by a beautiful mountainous landscape. The bear appears to be relaxed and enjoying the serene environment.

In the background, there are several birds scattered throughout the scene, adding to the natural ambiance. Some birds are flying close to the bear, while others are positioned further away, creating a sense of depth and movement in the image.",0.902561604976654,0.9789083003997803,0.9311429858207703,0.32727272727272727,2.1144278606965172,22.561559677124023,0.9591821432113647,0.9891042709350586,-15.420602798461914,-14.314286231994629,True,20,fixed_point,
2,23,"The image features a large brown bear sitting in a grassy field, surrounded by a beautiful mountainous landscape. The bear appears to be relaxed and enjoying the serene environment.

In the background, there are several birds scattered throughout the scene, adding to the natural ambiance. Some birds are flying close to the bear, while others are positioned further away, creating a sense of depth and movement in the image.",0.902561604976654,1.0000001192092896,0.9311429858207703,0.32727272727272727,2.1144278606965172,22.006593704223633,0.9611442685127258,0.9902026057243347,-15.46882438659668,-14.314286231994629,True,20,limit_cycle_2,
2,24,"The image features a large brown bear sitting in a grassy field, surrounded by a variety of birds. The bear is positioned in the center of the scene, with the birds scattered around it. Some birds are flying close to the bear, while others are perched on nearby grass or trees. The scene captures the bear's peaceful presence in the midst of the bustling bird activity.",0.8763203024864197,0.9452857375144958,0.9216864109039307,0.22807017543859648,1.835820895522388,21.983556747436523,0.9625287652015686,0.9936034679412842,-15.423828125,-14.409085273742676,True,22,fixed_point,
2,25,"The image features a large brown bear sitting in a grassy field, surrounded by a diverse group of birds. The birds are scattered throughout the scene, with some perched on the bear's back and others flying around the bear. The bear appears to be relaxed and enjoying the company of the birds.

In addition to the bear and birds, there are several other animals in the scene, including a horse and a dog. The horse is located in the background, while the dog is situated closer to the bear. The field is filled with various animals, creating a lively and dynamic scene.",0.8629802465438843,0.9292347431182861,0.9172149896621704,0.2857142857142857,2.825870646766169,19.80892562866211,0.9584430456161499,0.9791222810745239,-15.323627471923828,-13.6318359375,True,22,limit_cycle_2,
3,1,"The image features a cozy bedroom with a large bed situated in the center of the room. The bed is covered with a blue comforter, and there is a mirror on the left side of the room. A window is present in the room, allowing natural light to enter.

The room is filled with various books, some of which are placed on the bed, while others are scattered throughout the space. There are also a few potted plants in the room, adding a touch of greenery to the environment. A chair can be seen near the bed, and a vase is placed on a surface in the room.",1.0,1.0,1.0,1.0,1.0,17.831127166748047,1.0,1.0,,-13.188239097595215,False,-1,none,
3,2,"The image features a cozy bedroom with a large bed situated in the center of the room. The bed is covered with a blue blanket, and there are several books scattered around the room, indicating a love for reading. 

In addition to the bed, there is a potted plant placed near the left side of the room, adding a touch of greenery to the space. A chair can be seen in the background, and a clock is mounted on the wall. The room also contains a collection of books, with some placed on the floor and others on various surfaces.",0.910231351852417,0.910231351852417,0.940976083278656,0.5466666666666666,0.958029197080292,17.339269638061523,0.9763109087944031,0.9763109087944031,-13.08163070678711,-13.381653785705566,False,-1,none,
3,3,"The image features a cozy bedroom with a large bed situated in the center of the room. The bed is covered with a blue blanket, and there are several potted plants placed around the room, adding a touch of greenery to the space. 

In addition to the bed, there is a chair located near the left side of the room, and a book can be seen on the bed, possibly indicating that someone was reading before they went to sleep. The room also has a window, allowing natural light to enter and brighten the space.",0.948590874671936,0.9324694871902466,0.9409440755844116,0.5526315789473685,0.9142335766423357,17.157272338867188,0.9741355180740356,0.973231315612793,-13.353787422180176,-13.48409652709961,False,-1,none,
3,4,"The image features a cozy bedroom with a large bed situated in the center of the room. The bed is covered with a blue blanket, and there are several potted plants placed around the room, adding a touch of greenery to the space. 

In addition to the potted plants, there are multiple books scattered throughout the room, indicating a reading or relaxation area. A chair is also present in the room, providing a comfortable seating option. The overall atmosphere of the bedroom is inviting and warm.",0.9120190143585205,0.9311767816543579,0.936728835105896,0.4473684210526316,0.906934306569343,16.827804565429688,0.964457631111145,0.987581729888916,-13.374531745910645,-13.556941986083984,False,-1,none,
3,5,"The image features a cozy bedroom with a large bed situated in the center of the room. The bed is covered with a blue comforter, and there are several potted plants placed around the room, adding a touch of greenery to the space. Some of the plants are located near the bed, while others are placed in different corners of the room.

In addition to the bed and plants, there are numerous books scattered throughout the room, indicating a love for reading. A chair can be seen in the room, providing a comfortable seating option. The overall atmosphere of the bedroom is inviting and relaxing.",0.9217246770858765,0.9665907025337219,0.9434521198272705,0.5194805194805194,1.0802919708029197,16.529085159301758,0.9559178352355957,0.9845256209373474,-13.314590454101562,-13.188331604003906,False,-1,none,
3,6,"The image features a cozy bedroom with a large bed situated in the center of the room. The bed is covered with a blue comforter, and there are several potted plants placed around the room, adding a touch of greenery to the space. 

In addition to the potted plants, there are multiple vases of varying sizes and shapes, some placed on the floor and others on the bed. A few cups can also be seen in the room, with one on the bed and another on a surface nearby. The room appears to be well-decorated and inviting.",0.9041332602500916,0.8908501863479614,0.9406245350837708,0.5066666666666667,0.9361313868613139,16.686676025390625,0.9590451717376709,0.9801846146583557,-13.440372467041016,-13.320868492126465,False,-1,none,
3,7,"The image features a cozy bedroom with a large bed situated in the center of the room. The bed is adorned with blue sheets and pillows, creating a comfortable and inviting atmosphere. The room is filled with various potted plants, which are placed around the bed and throughout the space. Some of the plants are placed on the floor, while others are positioned on the bed itself.

In addition to the plants, there are a few vases scattered around the room, adding to the decorative elements. A bottle can also be seen in the room, possibly containing a plant-related product or decoration. The overall scene is a harmonious blend of nature and comfort, making it an ideal space for relaxation and rest.",0.905788242816925,0.9281837940216064,0.9254683256149292,0.4148936170212766,1.281021897810219,18.72711181640625,0.959429144859314,0.9827167391777039,-13.220019340515137,-12.772575378417969,False,-1,none,
